country,continent,lifeExp,pop,gdpPercap
VALE1992 L. Valerius (179) L. f. C.? n. Flaccus,Attested,99,99,0
CLAU2021 C. Claudius (214) Marcellus,Attested,69,69,-50
AURE2026 M. Aurelius (107) M. f. Cotta,Attested,120,120,0
AEMI2038 M'. Aemilius (62) M'. f. Lepidus,Attested,75,75,-50
"OTAC2060 M. Otacilius (5, cf. 4)",Attested,100,100,-25
CLAU2062 C. Claudius (303) Ap. f. Ap. n. Pulcher,Attested,75,75,-25
CAES2063 M. Caesius (9) M. f. Pom.,Attested,75,75,-50
CAEC2078 Q. Caecilius (87) C. f. Q. n. Metellus Creticus,Attested,109,109,0
CLAU2099 C. Claudius (cf. 165) C. f. Arn. Glaber,Attested,75,75,-50
VALE2107 M. Valerius (266) M. f. M'. n. Messalla Niger 'Menogenes',Attested,104,104,0
FABI2121  Fabia (172),Attested,100,100,0
LICI2122  Licinia (185),Attested,100,100,0
VOLU2125 L. Voluscius (or Volscius) (1) L. f. Arn.,Attested,75,75,-50
LART2126 L. Lartius (1) L. f. Pap.,Attested,75,75,-50
ANNA2127 C. Annaeus (3) C. f. Clu. (Brocchus),Attested,75,75,-50
AXIU2128 Q. Axius (4) M. f. Qui.,Attested,75,75,-50
PUBL2132 M. Publicius (23) M. f. Hor. Scaeva,Attested,75,75,-50
MAEN2133 T. Maenius (16) T. f. Lem.,Attested,75,75,-50
RANC2135 Q. Rancius (1) Q. f. Cla.,Attested,75,75,-50
CURI2155 Q. Curius (7),Attested,75,75,-50
CALP2164 C. Calpurnius (63) -. f. Cn. or Q.? n. Piso,Attested,60,60,-50
"LOLL2177 M. Lollius (21, cf. 8) Palicanus",Attested,59,59,-50
VOLC2178 L. Volcacius (8) Tullus,Attested,100,100,-25
CORN2181 Q. Cornificius (7),Attested,50,50,-50
"ALBI2193 P. Albinovanus (2, 3)",Attested,105,105,0
ANTI2208 C. Antius (4) (Restio),Attested,75,75,-25
AUFI2222 T. Aufidius (12),Attested,82,82,-25
CLAU2248 Ti. Claudius (253) Ti. f. Ap. n. Nero,Attested,75,75,-50
SULP2259 -. (Sulpicius) (48) Galba,Attested,125,125,25
ARRI2279 Q. Arrius (8) Aem. Ter.,Attested,50,50,-50
SEST2296 P. Sestius (6) L. f. Col.,Attested,75,75,-25
AELI2325 L. Aelius (150) Tro. Tubero,Attested,75,75,-25
AELI2325 L. Aelius (150) Tro. Tubero,Attested,75,75,-25
FABI2357 C. Fabius (17) Hadrianus,Attested,75,75,-25
CORN2393 Q. Cornelius (51),Attested,125,125,0
CLAU2396 C. Claudius (216) C. f. M. n. Marcellus,Attested,60,60,-40
HERE2418 L. Herennius (18) Balbus,Attested,100,100,0
"ANON2419 -. - (not in RE, cf. 7.2.1952) Gutta",Attested,50,50,-50
LAEL2438 D. Laelius (6) Balbus,Attested,75,75,-25
MUCI2440 Q. Mucius (23) Q. f. Q. n. Scaevola,Attested,100,100,25
MUNA2450 L. Munatius (30) L. f. L. n. Cam. Plancus,Attested,89,89,0
SEPT2516 C. Septimus (7) T. f.,Attested,50,50,-50
SCRI2518 L. Scribonius (20) L. f. Libo,Attested,90,90,0
COPO2537 C. Coponius (3),Attested,75,75,-25
CALP2543 Cn. Calpurnius (95) Cn. f. Cn. n. Piso Frugi,Attested,100,100,0
CORN2550 L. Cornelius (70) P. f. Balbus ('Balbillus'),Attested,79,79,0
LUCR2560 Q. Lucretius (36) Vespillo,Attested,100,100,0
TULL2563 M. Tullius (30) M. f. M. n. Cor. Cicero,Attested,65,65,0
"APPU2639 M. Appuleius (13, cf. 14) Sex. f.",Attested,100,100,0
ANTI2640 C. Antistius (47) C. f. Vetus,Attested,75,75,-25
LICI2706 -. Licinius (10),Attested,125,125,25
MARC2711 L. Marcius (48) L. f. C. n. Censorinus,Attested,89,89,0
NORB2713 C. Norbanus (9a) C. f. Flaccus,Attested,85,85,0
MANL2725 A. Manlius (72) Torquatus,Attested,75,75,0
SEST2729 L. Sestius (3) P. f. L. n. Quirinalis Alb-,Attested,125,125,50
IUNI2747 M. Iunius (172) M. f. D. n. Silanus,Attested,69,69,0
COCC2806 M. Cocceius (13) Pap. Nerva,Attested,80,80,0
CORN2819 L. Cornelius (69) L. f. Clu. Balbus,Attested,75,75,-25
STAT2822 T. Statilius (34) T. f. Taurus,Attested,80,80,0
TITI2834 M. Titius (18) L. f.,Attested,69,69,0
SOSI2840 C. Sosius (2) C. f. T. n.,Attested,79,79,0
LICI2860 M. Licinius (58) M. f. M. n. Crassus,Attested,50,50,-25
CLAU2867 Ap. Claudius (298) C. f. Ap. n. Pulcher,Attested,75,75,0
MINU0290 Sp. Minucius (28),Attested,125,125,-350
VALE2914 Potitus Valerius (267) (M. f. M. n.?) Messalla,Attested,70,70,0
ARRU2918 L. Arruntius (7) L. f. L. n. Ter.,Attested,75,75,0
APPU2927 Sex. Appuleius (17) Sex. f.,Attested,79,79,0
IUNI2929 L. Iunius (165) M. f. D. n. Silanus,Attested,47,47,-12
AEMI2931 Q. Aemilius (79) M'. f. Lepidus,Attested,75,75,0
LICI2933 C. Licinius (44) Calvus Stilo,Attested,50,50,0
MUCI2934 C. Mucius (14) Scaevola,Attested,50,50,0
IULI2963 L. Iulius (362) Mocilla,Attested,50,50,-25
IULI2963 L. Iulius (362) Mocilla,Attested,50,50,-25
LIVI2965 L. Livius (25) Ocella or Pella,Attested,50,50,-25
LIVI2965 L. Livius (25) Ocella or Pella,Attested,50,50,-25
TITI2981 L. Titius (15),Attested,125,125,25
LIVI3050 L. Livius (26) L. f. Ocella,Attested,100,100,25
SCRI3080 L. Scribonius (19) Libo,Attested,100,100,-25
IUNI3114 L. Iunius (21a),Attested,150,150,0
FANN3190 C. Fannius (8) C. f.,Attested,50,50,-75
"SENT3258 C. Sentius (4, cf. 9) C. f. Sab. Saturninus Vetulo",Attested,75,75,-25
AMNA3320 -. Amnaeus (not in RE),Attested,50,50,-50
SENT3384 L. Sentius (6) C. f. Ter. (Saturninus),Attested,75,75,-75
FUFI3415 L. Fufidius (3),Attested,50,50,-75
SERV0342 Q. Servilius (56) Q. f. P. n. Fidenas,Attested,125,125,-325
"CLAU3430 Ap. Claudius (299, cf. 15) Pulcher",Attested,50,50,-25
MEFU3472 T. Mefu- (not in RE) M. f.,Attested,100,100,-150
TREB4149 A. Trebonius (2),Attested,75,75,-50
QUIN0415 T. Quinctius (32) (T. f. L. n.) Cincinnatus Capitolinus,Attested,125,125,-325
AEMI4633  Aemilia (150b),Attested,94,94,-125
AEMI4634 -. Aemilius (not in RE) Potensis,Attested,100,100,-50
AQUI4636 L. Aquinius (1),Attested,125,125,-325
BATT4637 -. Battakes (2),Attested,100,100,-50
ANON4638  - (Kalliphana) Calliphana,Attested,125,125,-25
CASP4641  Casponia (not in RE) P. f. Maxima,Attested,100,100,-25
CLOE4644 P. Cloelius (not in RE) Siculus,Attested,125,125,-175
FABI4650 Ser. Fabius (128) Q. f. Q. n. Pictor,Attested,115,115,-75
FAVO4651  Favonia (not in RE) M. f.,Attested,100,100,-25
IULI4658 C. Iulius (18),Attested,100,100,-200
LICI4659 C. Licinius (153) Ste. Sacerdos,Attested,75,75,-125
MANI4660 -. Manius (cf. Marcius 2),Attested,125,125,-250
MARC4661 Cn. Marcius (2),Attested,100,100,-250
PAPI4662 C. Papirius (not in RE) L. f. Maso,Attested,550,550,250
POST4668 C. Postumius (11),Attested,125,125,-25
SPUR4671 -. Spurinna (2),Attested,125,125,25
SULP4672  Sulpicia (82),Attested,100,100,-225
TERE4675 Cn. Terentius (20),Attested,125,125,-125
USIA4676  Usia (not in RE) Prima,Attested,125,125,25
VINU4677 L. Vinulleius (1) L. f. Pom. Lucullus,Attested,125,125,25
CORN0510 A. Cornelius (122) P. f. A. n. Cossus Arvina,Attested,128,128,-250
CASS5157 M. Cassius (18) M. f. Pom.,Attested,75,75,-50
FUND5159 C. Fundanius (1),Attested,75,75,-75
AELI0542 P. Aelius (100) Paetus,Attested,200,200,-250
CLAU0591 Ap. Claudius (91) C. f. Ap. n. Caecus,Attested,116,116,-225
SEMP0603 P. Sempronius (85) P. f. C. n. Sophus,Attested,109,109,-225
"CORN0621 Cn. Cornelius (71, cf. 316, 343) (Scipio) Barbatus Barbatus",Attested,100,100,-250
GENU0633 C. Genucius (3) (Augurinus),Attested,30,30,-295
MINU0634 M. Minucius (42) Faesus,Attested,100,100,-250
PUBL0635 T. Publilius (9),Attested,55,55,-295
MAMI0740 Q. Mamilius (12) Q. f. Turrinus,Attested,110,110,-200
FULV0781 Q. Fulvius (59) M. f. Q. n. Flaccus,Attested,120,120,-150
VALE0805 P. Valerius (181) L. f. M. n. Flaccus,Attested,75,75,-200
SULP0816 Q. Sulpicius (16),Attested,100,100,-150
CORN0819 P. Cornelius (342) (Cn. f. L. n.) Scipio Asina,Attested,75,75,-200
LIVI0827 M. Livius (33) M. f. M. n. Pol. Salinator,Attested,62,62,-200
CORN0855 A. Cornelius (257) Mammula,Attested,50,50,-200
LAET0869 C. Laetorius (2),Attested,125,125,-125
CAEC0891 Q. Caecilius (81) L. f. L. n. Metellus,Attested,120,120,-125
CORN0903 P. Cornelius (200) Lentulus,Attested,50,50,-200
CORN0923 P. Cornelius (383) Sulla,Attested,89,89,-150
FABI0124 Q. Fabius (165) M. f. K. n. Vibulanus,Exiled,125,125,-375
MATI1273 C. Matienus (2),Exiled,75,75,-150
FURI1332 P. Furius (82) Philus,Exiled,75,75,-150
VOLS0140 M. Volscius (2) Fictor,Exiled,100,100,-400
MINU0147 L. Minucius (40) P. f. M. n. Esquilinus Augurinus,Exiled,125,125,-375
PLAU1531 C. Plautius (9) (Hypsaeus),Exiled,75,75,-125
"POPI1590 P. Popillius (28, cf. 7, 22) C. f. P. n. Laenas",Exiled,75,75,-100
RUTI1596 P. Rutilius (34) P. f.  Rufus,Exiled,83,83,-75
FABI1615 Q. Fabius (111) Q. Serviliani f. Q. n. Maximus Eburnus,Exiled,75,75,-100
PAPI1623 C. Papirius (33) C. f. Carbo,Exiled,44,44,-119
SERV1629 Q. Servilius (49) Cn. f. Cn. n. Caepio,Exiled,100,100,-50
OPIM1639 L. Opimius (4) Q. f. Q. n.,Exiled,118,118,-57
SULP1662 C. Sulpicius (51) Ser. f. Ser. n. Galba,Exiled,99,99,-50
PORC1682 C. Porcius (5) M. f. M. n. Pap. Cato,Exiled,57,57,-100
CAEC1693 Q. Caecilius (97) L. f. Q. n. Metellus Numidicus,Exiled,77,77,-75
CORN0173 M. Cornelius (246) - f. Ser. n. Maluginensis,Exiled,125,125,-375
MALL1739 Cn. Mallius (13) Cn. f. Maximus,Exiled,50,50,-100
SERG0174 M. Sergius (24) Esquilinus,Exiled,125,125,-375
POPI1748 C. Popillius (19) Laenas,Exiled,40,40,-100
POET0175 Q. Poetelius (4) Libo Visolus,Exiled,125,125,-375
ALBU1750 T. Albucius (2),Exiled,97,97,-50
BELL1751 L. Bellienus (5),Exiled,100,100,-50
LICI1759 L. Licinius (103) Lucullus,Exiled,50,50,-100
ANTO0176 T. Antonius (78) Merenda,Exiled,125,125,-375
DUIL0177 K. Duillius (4) (Longus),Exiled,125,125,-375
RABU0179 M'. Rabuleius (2),Exiled,125,125,-375
CLAU1807 Ap. Claudius (296) Ap. f. C. n. Pulcher,Exiled,74,74,-76
APPU1811 C. Appuleius (21) Decianus,Exiled,75,75,-75
AURE1866 C. Aurelius (96) M. f. Cotta,Exiled,51,51,-73
VARI1877 Q. Varius (7) Severus Hybrida Sucronensis,Exiled,41,41,-83
CAEC1889 Q. Caecilius (98) Q. f. L. n. Metellus Pius,Exiled,65,65,-64
VERR1967 C. Verres (1) Rom.,Exiled,84,84,-41
ANTO1969 C. Antonius (19) M. f. M. n. Hybrida,Exiled,150,150,25
TARQ0002 L. Tarquinius (8) Egeri f. Collatinus,Exiled,100,100,-450
CORN2007 Cn. Cornelius (135) (Cn. f. Cn. n.?) Dolabella,Exiled,50,50,-75
CLAU2062 C. Claudius (303) Ap. f. Ap. n. Pulcher,Exiled,75,75,-25
AUTR2070 P. Autronius (7) L. f. Paetus,Exiled,62,62,-46
TULL2072 M. Tullius (29) M. f. M. n. Cor. Cicero,Exiled,63,63,-43
GABI2234 A. Gabinius (11) A. f. - n.,Exiled,53,53,-47
MANL2250 A.? Manlius (76) A. f. Torquatus,Exiled,100,100,-25
SERV0226 C. Servilius (32) Ahala,Exiled,100,100,-375
MEMM2261 C. Memmius (8),Exiled,49,49,-50
AEMI2262 M. Aemilius (141) M. f. M. n. Scaurus,Exiled,92,92,0
PLAU2265 P. Plautius (23) Hypsaeus,Exiled,56,56,-44
AMPI2291 T. Ampius (1) T. f. Hor. Balbus,Exiled,75,75,-25
FADI2295 T. Fadius (9) Lem. Pol. Gallus,Exiled,75,75,-25
PLAN2312 Cn. Plancius (4) Ter.,Exiled,75,75,-25
NIGI2349 P. Nigidius (3) Figulus,Exiled,55,55,-45
ANNI2381 T. Annius (67) Mae. Milo = T. Papius Milo,Exiled,52,52,-48
CLAU2398 M. Claudius (229) M. f. M. n. Marcellus,Exiled,50,50,-45
CANI2401 L. Caninius (3) Pol. Gallus,Exiled,56,56,-44
MUNA2477 T. Munatius (32) Cam. Plancus Bursa,Exiled,125,125,25
POMP2478 Q. Pompeius (41) Rufus,Exiled,50,50,-50
LIGA2506 Q. Ligarius (4) Ser.,Exiled,70,70,-30
SEMP2972 C. Sempronius (79) Rufus,Exiled,75,75,-25
ATTI3151 -. Attidius (Atidius 2),Exiled,58,58,-67
FURI0340 M. Furius (44) L. f. Sp. n. Camillus,Exiled,83,83,-365
LIVI3403 L. Livineius (2) Regulus,Exiled,125,125,25
MARC3659 Q. (Marcius) (82) Philippus,Exiled,75,75,-100
LICI3795 -. Licinius (80) Lenticulus (or Denticula),Exiled,75,75,-25
CAEC4067 A. Caecina (7) Sab.,Exiled,175,175,25
ALBI4545 -. Albius (10) Clu. Oppianicus,Exiled,56,56,-69
CLAU0784 M. Claudius (115) Clineas,Exiled,39,39,-236
FULV0924 Cn. Fulvius (54) Flaccus,Exiled,42,42,-200
